area,item,ai_e_index,combined_shocks
Democratic Republic of the Congo,"Roots, Other",,1042999.9999999998
Democratic Republic of the Congo,Rubber,,15263.483362327459
Democratic Republic of the Congo,Rye and products,,0.08182593048260388
Democratic Republic of the Congo,Seed cotton,,29433.0
Democratic Republic of the Congo,Sesame seed,,5002.586419576201
Democratic Republic of the Congo,Sesameseed Cake,,0.0
Democratic Republic of the Congo,Sesameseed Oil,,0.0
Democratic Republic of the Congo,Sheep,,
Democratic Republic of the Congo,Silk,,0.0
Democratic Republic of the Congo,Sisal,,0.0
Democratic Republic of the Congo,"Soft-Fibres, Other",,1.9426433732103574
Democratic Republic of the Congo,Sorghum and products,,2472.206067828099
Democratic Republic of the Congo,Soyabean Cake,,-416961382.38214654
Democratic Republic of the Congo,Soyabean Oil,,-13791.188287893594
Democratic Republic of the Congo,Soyabeans,,-13386.803134888938
Democratic Republic of the Congo,"Spices, Other",,4894.0668909296355
Democratic Republic of the Congo,Sugar (Raw Equivalent),,135604.7365845268
Democratic Republic of the Congo,Sugar beet,,0.0
Democratic Republic of the Congo,Sugar cane,,2136000.0
Democratic Republic of the Congo,Sugar non-centrifugal,,0.0
Democratic Republic of the Congo,Sunflower seed,,4329.031868248772
Democratic Republic of the Congo,Sunflowerseed Cake,,37914.38331472781
Democratic Republic of the Congo,Sunflowerseed Oil,,-122735.46250058677
Democratic Republic of the Congo,Sweet potatoes,,245549.86270396147
Democratic Republic of the Congo,"Sweeteners, Other",,39218.600655804854
Democratic Republic of the Congo,Tea (including mate),,4056.556126127707
Democratic Republic of the Congo,Tobacco,,5889.42738352925
Democratic Republic of the Congo,Tomatoes and products,,69103.4361020145
Democratic Republic of the Congo,"Vegetables, Other",,493317.0112264698
Democratic Republic of the Congo,Wheat and products,,377169.9430927579
Democratic Republic of the Congo,Wine,,1907.3020090378056
Democratic Republic of the Congo,Wool (Clean Eq.),,
Democratic Republic of the Congo,Yams,,109000.00000000022
Denmark,Abaca,,0.0
Denmark,"Alcohol, Non-Food",,91805.43501155656
Denmark,Apples and products,,96025.63451739713
Denmark,Asses,,
Denmark,Bananas,,67767.1848077486
Denmark,Barley and products,,4349915.6605942855
Denmark,Beans,,648.5034825325824
Denmark,Beer,,600071.8204920294
Denmark,"Beverages, Alcoholic",,66175.43214670708
Denmark,"Beverages, Fermented",,19365.354586741916
Denmark,Bovine Meat,,
Denmark,Buffaloes,,
Denmark,"Butter, Ghee",,
Denmark,"Camelids, other",,0.0
Denmark,Camels,,0.0
Denmark,Cassava and products,,0.8728544323781067
Denmark,Cattle,,
Denmark,"Cereals, Other",,77731.26053021329
Denmark,"Citrus, Other",,6167.934546712736
Denmark,Cloves,,0.0
Denmark,Cocoa Beans and products,,965.8270386014198
Denmark,Coconut Oil,,3725.6462702036574
Denmark,Coconuts - Incl Copra,,2002.3850788028506
Denmark,Coffee and products,,14198.786833843007
Denmark,Copra Cake,,0.0
Denmark,Cotton lint,,675.5667505653638
Denmark,Cottonseed,,-0.2859842650583412
Denmark,Cottonseed Cake,,-0.06952766502943021
Denmark,Cottonseed Oil,,-1.7742936900613726
Denmark,Dates,,2838.565686656923
Denmark,Eggs,,
Denmark,"Fats, Animals, Raw",,
Denmark,"Fish, Seafood",,1020824.2909403231
Denmark,Fodder crops,,27134565.96228467
Denmark,"Fruits, Other",,129971.53019216738
Denmark,Goats,,
Denmark,Grapefruit and products,,1995.5324313962226
Denmark,Grapes and products (excl wine),,33767.33260541641
Denmark,Grazing,,18573080.0
Denmark,Groundnut Cake,,676.8181190686324
Denmark,Groundnut Oil,,583.8470190898146
Denmark,Groundnuts,,10306.493065075507
Denmark,"Hard Fibres, Other",,0.0023458903215287023
Denmark,Hides and skins,,
Denmark,Honey,,4579.576096955927
Denmark,Hops,,189.01553351031131
Denmark,Horses,,
Denmark,Jute,,0.0
Denmark,Jute-Like Fibres,,
Denmark,"Lemons, Limes and products",,8632.411857962063
Denmark,Maize Germ Oil,,569.0050868144558
Denmark,Maize and products,,226436.57105348358
Denmark,"Meat, Other",,
Denmark,Milk - Excluding Butter,,
Denmark,Millet and products,,7.893066850844242
Denmark,Mules,,
Denmark,Mutton & Goat Meat,,
Denmark,Nuts and products,,17907.179883620647
Denmark,Oats,,480024.84588163154
Denmark,"Offals, Edible",,
Denmark,"Oil, palm fruit",,0.0
Denmark,"Oilcrops Oil, Other",,175006.55104361233
Denmark,"Oilcrops, Other",,11424.44167935155
Denmark,"Oilseed Cakes, Other",,6437.797887318262
Denmark,Olive Oil,,7440.353243586219
Denmark,Olives (including preserved),,4044.3677385252895
Denmark,Onions,,48063.19398896632
Denmark,"Oranges, Mandarines",,24756.070698554777
Denmark,Palm Oil,,100003.25941538085
Denmark,Palm kernels,,0.0
Denmark,Palmkernel Cake,,2.7605297818236783
Denmark,Palmkernel Oil,,2.879243385812006
Denmark,Peas,,32050.758004224546
Denmark,Pepper,,738.9843401994972
Denmark,Pigmeat,,
Denmark,Pigs,,
Denmark,Pimento,,995.9945490076823
Denmark,Pineapples and products,,14724.45904750171
Denmark,Plantains,,0.0
Denmark,Potatoes and products,,2721208.5864150906
Denmark,Poultry Birds,,
Denmark,Poultry Meat,,
Denmark,"Pulses, Other and products",,103720.1927601485
Denmark,Rabbits and hares,,
Denmark,Rape and Mustard Cake,,387402.5510870791
Denmark,Rape and Mustard Oil,,188366.00689914165
Denmark,Rape and Mustardseed,,416115.8816840691
Denmark,Rice and products,,53108.45400097503
Denmark,Ricebran Oil,,0.0
Denmark,"Rodents, other",,0.0
Denmark,"Roots, Other",,166.55323830794075
Denmark,Rubber,,0.6674821974665718
Denmark,Rye and products,,552751.2437456031
Denmark,Seed cotton,,0.0
Denmark,Sesame seed,,2026.7667130543234
Denmark,Sesameseed Cake,,867.3195762731749
Denmark,Sesameseed Oil,,853.6610002688732
Denmark,Sheep,,
Denmark,Silk,,0.0
Denmark,Sisal,,0.0
Denmark,"Soft-Fibres, Other",,432.9047383084126
Denmark,Sorghum and products,,-2730374566.6044216
Denmark,Soyabean Cake,,-486533524.8418163
Denmark,Soyabean Oil,,-49771870.78571494
Denmark,Soyabeans,,-5393340494.4104185
Denmark,"Spices, Other",,13851.466366951927
Denmark,Sugar (Raw Equivalent),,468172.77632117306
Denmark,Sugar beet,,2601472.418531818
Denmark,Sugar cane,,0.0
Denmark,Sugar non-centrifugal,,0.0
Denmark,Sunflower seed,,-7986445.538199749
Denmark,Sunflowerseed Cake,,-1848189.4040831858
Denmark,Sunflowerseed Oil,,-1760131.327219764
Denmark,Sweet potatoes,,0.8647618805881422
Denmark,"Sweeteners, Other",,300309.5568629979
Denmark,Tea (including mate),,7476.600908924318
Denmark,Tobacco,,3250.105845471418
Denmark,Tomatoes and products,,85155.83367744653
Denmark,"Vegetables, Other",,480602.6826554015
Denmark,Wheat and products,,4242698.452862196
Denmark,Wine,,92847.70971468154
Denmark,Wool (Clean Eq.),,
Denmark,Yams,,0.0
Djibouti,Abaca,,0.0
Djibouti,"Alcohol, Non-Food",,1212.584269774848
Djibouti,Apples and products,,2623.8654610327603
Djibouti,Asses,,0.0
Djibouti,Bananas,,1997.349218339923
Djibouti,Barley and products,,172.51233139246443
Djibouti,Beans,,16128.621860153198
Djibouti,Beer,,458.74234215650546
Djibouti,"Beverages, Alcoholic",,1217.179796129321
Djibouti,"Beverages, Fermented",,115.16685878800887
Djibouti,Bovine Meat,,
Djibouti,Buffaloes,,
Djibouti,"Butter, Ghee",,
Djibouti,"Camelids, other",,0.0
Djibouti,Camels,,
Djibouti,Cassava and products,,0.382544383357558
Djibouti,Cattle,,
Djibouti,"Cereals, Other",,61.578567706452375
Djibouti,"Citrus, Other",,0.0
Djibouti,Cloves,,0.0
Djibouti,Cocoa Beans and products,,0.0
Djibouti,Coconut Oil,,0.0
Djibouti,Coconuts - Incl Copra,,0.0
Djibouti,Coffee and products,,12.554804595986417
Djibouti,Copra Cake,,0.0
Djibouti,Cotton lint,,-4.72475086018047
Djibouti,Cottonseed,,-0.03432905522214102
Djibouti,Cottonseed Cake,,0.0
Djibouti,Cottonseed Oil,,1.2650007352104407
Djibouti,Dates,,4076.255600646285
Djibouti,Eggs,,
Djibouti,"Fats, Animals, Raw",,
Djibouti,"Fish, Seafood",,2675.889241258801
Djibouti,Fodder crops,,1.0937492447230104
Djibouti,"Fruits, Other",,13036.520540933734
Djibouti,Goats,,
Djibouti,Grapefruit and products,,0.0
Djibouti,Grapes and products (excl wine),,796.1225499409427
Djibouti,Grazing,,3359748.0
Djibouti,Groundnut Cake,,0.0
Djibouti,Groundnut Oil,,0.0
Djibouti,Groundnuts,,17.01279031779182
Djibouti,"Hard Fibres, Other",,0.0
Djibouti,Hides and skins,,
Djibouti,Honey,,0.5890951274187921
Djibouti,Hops,,0.0
Djibouti,Horses,,
Djibouti,Jute,,0.0
Djibouti,Jute-Like Fibres,,
Djibouti,"Lemons, Limes and products",,3921.161820349622
Djibouti,Maize Germ Oil,,0.0
Djibouti,Maize and products,,1762.7207057841154
Djibouti,"Meat, Other",,
Djibouti,Milk - Excluding Butter,,
Djibouti,Millet and products,,0.0
Djibouti,Mules,,
Djibouti,Mutton & Goat Meat,,
Djibouti,Nuts and products,,1.6019890685855984
Djibouti,Oats,,-156.3072713830929
Djibouti,"Offals, Edible",,
Djibouti,"Oil, palm fruit",,0.0
Djibouti,"Oilcrops Oil, Other",,18070.442081678677
Djibouti,"Oilcrops, Other",,6.766058638454617
Djibouti,"Oilseed Cakes, Other",,3.585063440488298
Djibouti,Olive Oil,,135.8514482659683
Djibouti,Olives (including preserved),,0.0
Djibouti,Onions,,12210.661613673494
Djibouti,"Oranges, Mandarines",,3574.8029978688414
Djibouti,Palm Oil,,303535.33084489405
Djibouti,Palm kernels,,0.0
Djibouti,Palmkernel Cake,,0.0
Djibouti,Palmkernel Oil,,889.5646149850529
Djibouti,Peas,,10599.756653687446
Djibouti,Pepper,,0.0
Djibouti,Pigmeat,,
Djibouti,Pigs,,
Djibouti,Pimento,,1000.0
Djibouti,Pineapples and products,,0.0
Djibouti,Plantains,,0.0
Djibouti,Potatoes and products,,11458.84835955768
Djibouti,Poultry Birds,,
Djibouti,Poultry Meat,,
Djibouti,"Pulses, Other and products",,-5426.665742662445
Djibouti,Rabbits and hares,,
Djibouti,Rape and Mustard Cake,,128.71439818950176
Djibouti,Rape and Mustard Oil,,47.42651975168289
Djibouti,Rape and Mustardseed,,-1679.3525640950706
Djibouti,Rice and products,,349332.31827944814
Djibouti,Ricebran Oil,,0.0
Djibouti,"Rodents, other",,0.0
Djibouti,"Roots, Other",,0.0
Djibouti,Rubber,,0.0
Djibouti,Rye and products,,4.181267130437086
Djibouti,Seed cotton,,0.0
Djibouti,Sesame seed,,1.6665988195999055
Djibouti,Sesameseed Cake,,0.0
Djibouti,Sesameseed Oil,,0.0
Djibouti,Sheep,,
Djibouti,Silk,,0.0
Djibouti,Sisal,,0.0
Djibouti,"Soft-Fibres, Other",,0.0719643474445744
Djibouti,Sorghum and products,,-352301.41402565246
Djibouti,Soyabean Cake,,-483869.3530465047
Djibouti,Soyabean Oil,,-130036.18907019244
Djibouti,Soyabeans,,-7233597.984566632
Djibouti,"Spices, Other",,1996.184593026365
Djibouti,Sugar (Raw Equivalent),,51011.92008592391
Djibouti,Sugar beet,,0.0
Djibouti,Sugar cane,,54.0
Djibouti,Sugar non-centrifugal,,0.0
Djibouti,Sunflower seed,,-1033.0724915558455
Djibouti,Sunflowerseed Cake,,-1798.1424882578117
Djibouti,Sunflowerseed Oil,,-344433.4983981068
Djibouti,Sweet potatoes,,0.0
Djibouti,"Sweeteners, Other",,3036.6113533231596
Djibouti,Tea (including mate),,4.072730821996184
Djibouti,Tobacco,,3.3282059422535113
Djibouti,Tomatoes and products,,13125.316110793381
Djibouti,"Vegetables, Other",,46289.746728277
Djibouti,Wheat and products,,133986.0445889905
Djibouti,Wine,,2758.7169171905516
Djibouti,Wool (Clean Eq.),,
Djibouti,Yams,,0.0
Dominica,Abaca,,0.0
Dominica,"Alcohol, Non-Food",,-0.5456918482834915
Dominica,Apples and products,,0.5096406990435564
Dominica,Asses,,
Dominica,Bananas,,21000.053084695926
Dominica,Barley and products,,40.2451034837272
Dominica,Beans,,-96.03659006857644
Dominica,Beer,,874.6210694933612
Dominica,"Beverages, Alcoholic",,4.0259985648227845
Dominica,"Beverages, Fermented",,0.228336540648048
Dominica,Bovine Meat,,
Dominica,Buffaloes,,0.0
Dominica,"Butter, Ghee",,
Dominica,"Camelids, other",,0.0
Dominica,Camels,,0.0
Dominica,Cassava and products,,1000.0
Dominica,Cattle,,
Dominica,"Cereals, Other",,5.8569666794278135
Dominica,"Citrus, Other",,0.0
Dominica,Cloves,,0.0
Dominica,Cocoa Beans and products,,1000.0
Dominica,Coconut Oil,,1000.0
Dominica,Coconuts - Incl Copra,,8000.0
Dominica,Coffee and products,,239.40196615218085
Dominica,Copra Cake,,344.0
Dominica,Cotton lint,,-1.3299982598361861
Dominica,Cottonseed,,-0.021212199687645053
Dominica,Cottonseed Cake,,-0.05683230023495153
Dominica,Cottonseed Oil,,-0.04875244462788357
Dominica,Dates,,0.0
Dominica,Eggs,,
Dominica,"Fats, Animals, Raw",,
Dominica,"Fish, Seafood",,1176.9317019312514
Dominica,Fodder crops,,0.0008025732866114759
Dominica,"Fruits, Other",,4041.6151545392063
Dominica,Goats,,
Dominica,Grapefruit and products,,14000.0
Dominica,Grapes and products (excl wine),,0.11420233286720768
Dominica,Grazing,,147666.0
Dominica,Groundnut Cake,,-1.9661748440445836
Dominica,Groundnut Oil,,-5.52894370645484
Dominica,Groundnuts,,-37.317295596444836
Dominica,"Hard Fibres, Other",,0.0
Dominica,Hides and skins,,
Dominica,Honey,,0.13599004339071727
Dominica,Hops,,0.0
Dominica,Horses,,
Dominica,Jute,,0.0
Dominica,Jute-Like Fibres,,0.0
Dominica,"Lemons, Limes and products",,1004.4701796685745
Dominica,Maize Germ Oil,,-0.6259211623932526
Dominica,Maize and products,,-410.60431758254765
Dominica,"Meat, Other",,
Dominica,Milk - Excluding Butter,,
Dominica,Millet and products,,4.647875698745609
Dominica,Mules,,0.0
Dominica,Mutton & Goat Meat,,
Dominica,Nuts and products,,0.8133440249522528
Dominica,Oats,,-0.1187498343365783
Dominica,"Offals, Edible",,
Dominica,"Oil, palm fruit",,0.0
Dominica,"Oilcrops Oil, Other",,24.376900299184452
Dominica,"Oilcrops, Other",,11.10022385240747
Dominica,"Oilseed Cakes, Other",,0.0
Dominica,Olive Oil,,1.2913218388955996
Dominica,Olives (including preserved),,0.21598315399565793
Dominica,Onions,,0.0
Dominica,"Oranges, Mandarines",,6000.117962260421
Dominica,Palm Oil,,903.3574561677193
Dominica,Palm kernels,,0.0
Dominica,Palmkernel Cake,,0.0
Dominica,Palmkernel Oil,,0.0
Dominica,Peas,,0.0007465402086818521
Dominica,Pepper,,0.0
Dominica,Pigmeat,,
Dominica,Pigs,,
Dominica,Pimento,,0.0
Dominica,Pineapples and products,,129.0
Dominica,Plantains,,5000.0
Dominica,Potatoes and products,,766.6742136466913
Dominica,Poultry Birds,,
Dominica,Poultry Meat,,
Dominica,"Pulses, Other and products",,120.14834566934907
Dominica,Rabbits and hares,,
Dominica,Rape and Mustard Cake,,0.0
Dominica,Rape and Mustard Oil,,0.05307886707853664
Dominica,Rape and Mustardseed,,5.721334581385599
Dominica,Rice and products,,259.6808296799535
Dominica,Ricebran Oil,,0.0
Dominica,"Rodents, other",,0.0
Dominica,"Roots, Other",,19000.0
Dominica,Rubber,,0.0
Dominica,Rye and products,,0.0
Dominica,Seed cotton,,0.0
Dominica,Sesame seed,,0.0
Dominica,Sesameseed Cake,,0.0
Dominica,Sesameseed Oil,,0.0
Dominica,Sheep,,
Dominica,Silk,,0.0
Dominica,Sisal,,0.0
Dominica,"Soft-Fibres, Other",,0.0
Dominica,Sorghum and products,,-1615302152.8719654
Dominica,Soyabean Cake,,-7772523.412339093
Dominica,Soyabean Oil,,-1828370.0956351785
Dominica,Soyabeans,,-7129256.5745452
Dominica,"Spices, Other",,310.0
Dominica,Sugar (Raw Equivalent),,3049.899892426442
Dominica,Sugar beet,,0.0
Dominica,Sugar cane,,5000.0
Dominica,Sugar non-centrifugal,,0.0
Dominica,Sunflower seed,,-4633505.67020203
Dominica,Sunflowerseed Cake,,-1054069.0004348794
Dominica,Sunflowerseed Oil,,-1044122.9311331838
Dominica,Sweet potatoes,,2000.5492892437367
Dominica,"Sweeteners, Other",,-2.479877120285622
Dominica,Tea (including mate),,0.759552262785766
Dominica,Tobacco,,0.9430501675340323
Dominica,Tomatoes and products,,431.01806419309264
Dominica,"Vegetables, Other",,7000.487385073881
Dominica,Wheat and products,,1218.269736403734
Dominica,Wine,,1.4961094633062686
Dominica,Wool (Clean Eq.),,
Dominica,Yams,,13999.999999999973
Dominican Republic,Abaca,,0.0
Dominican Republic,"Alcohol, Non-Food",,56155.00124678839
Dominican Republic,Apples and products,,21321.22146958213
Dominican Republic,Asses,,
Dominican Republic,Bananas,,1232000.0933917149
Dominican Republic,Barley and products,,80275.82582092128
Dominican Republic,Beans,,80022.55150134262
Dominican Republic,Beer,,424122.86772044696
Dominican Republic,"Beverages, Alcoholic",,84502.82503017638
Dominican Republic,"Beverages, Fermented",,3.3312781677807437
Dominican Republic,Bovine Meat,,
Dominican Republic,Buffaloes,,
Dominican Republic,"Butter, Ghee",,
Dominican Republic,"Camelids, other",,0.0
Dominican Republic,Camels,,
Dominican Republic,Cassava and products,,189781.9054916478
Dominican Republic,Cattle,,
Dominican Republic,"Cereals, Other",,509.867194382939
Dominican Republic,"Citrus, Other",,829.2762802277024
Dominican Republic,Cloves,,999.9999999999998
Dominican Republic,Cocoa Beans and products,,78000.0
Dominican Republic,Coconut Oil,,6997.6911719728605
Dominican Republic,Coconuts - Incl Copra,,512357.9611382097
Dominican Republic,Coffee and products,,4179.266362860291
Dominican Republic,Copra Cake,,5698.119954320755
Dominican Republic,Cotton lint,,278.13392235404075
Dominican Republic,Cottonseed,,-0.2122981796007139
Dominican Republic,Cottonseed Cake,,65.87596475341793
Dominican Republic,Cottonseed Oil,,0.8908226839239981
Dominican Republic,Dates,,0.021346253052575526
Dominican Republic,Eggs,,
Dominican Republic,"Fats, Animals, Raw",,
Dominican Republic,"Fish, Seafood",,82266.10478865143
Dominican Republic,Fodder crops,,1.412671271542007
Dominican Republic,"Fruits, Other",,2223857.390100767
Dominican Republic,Goats,,
Dominican Republic,Grapefruit and products,,6000.014714839968
Dominican Republic,Grapes and products (excl wine),,6117.987188540135
Dominican Republic,Grazing,,20807242.0
Dominican Republic,Groundnut Cake,,2588.387611296923
Dominican Republic,Groundnut Oil,,1897.2562871827706
Dominican Republic,Groundnuts,,10139.058066115585
Dominican Republic,"Hard Fibres, Other",,0.00138657336093259
Dominican Republic,Hides and skins,,
Dominican Republic,Honey,,1000.9705323565169
Dominican Republic,Hops,,0.0
Dominican Republic,Horses,,
Dominican Republic,Jute,,0.0
Dominican Republic,Jute-Like Fibres,,
Dominican Republic,"Lemons, Limes and products",,41979.491991750896
Dominican Republic,Maize Germ Oil,,607.2064383912126
Dominican Republic,Maize and products,,729840.2336237455
Dominican Republic,"Meat, Other",,
Dominican Republic,Milk - Excluding Butter,,
Dominican Republic,Millet and products,,3.635141841217488
Dominican Republic,Mules,,
Dominican Republic,Mutton & Goat Meat,,
Dominican Republic,Nuts and products,,2317.5231331862233
Dominican Republic,Oats,,-782.772193615928
Dominican Republic,"Offals, Edible",,
Dominican Republic,"Oil, palm fruit",,292534.0
Dominican Republic,"Oilcrops Oil, Other",,19534.316618024237
Dominican Republic,"Oilcrops, Other",,81433.80482207269
Dominican Republic,"Oilseed Cakes, Other",,0.11168973446808464
Dominican Republic,Olive Oil,,2788.0548568540707
Dominican Republic,Olives (including preserved),,1016.9811564951314
Dominican Republic,Onions,,89546.0499861724
Dominican Republic,"Oranges, Mandarines",,131067.14529245546
Dominican Republic,Palm Oil,,99104.45565349335
Dominican Republic,Palm kernels,,15825.766391162402
Dominican Republic,Palmkernel Cake,,5539.0445097689635
Dominican Republic,Palmkernel Oil,,8870.402161236152
Dominican Republic,Peas,,670.0473408257529
Dominican Republic,Pepper,,646.5794399346108
Dominican Republic,Pigmeat,,
Dominican Republic,Pigs,,
Dominican Republic,Pimento,,0.0
Dominican Republic,Pineapples and products,,502843.23545431
Dominican Republic,Plantains,,1053000.0
Dominican Republic,Potatoes and products,,77074.85973558559
Dominican Republic,Poultry Birds,,
Dominican Republic,Poultry Meat,,
Dominican Republic,"Pulses, Other and products",,23257.892147942668
Dominican Republic,Rabbits and hares,,
Dominican Republic,Rape and Mustard Cake,,-32.104995837126225
Dominican Republic,Rape and Mustard Oil,,58.40953724408303
Dominican Republic,Rape and Mustardseed,,-2208.523067452052
Dominican Republic,Rice and products,,920642.9383992999
Dominican Republic,Ricebran Oil,,0.0
Dominican Republic,"Rodents, other",,0.0
Dominican Republic,"Roots, Other",,34470.59660218938
Dominican Republic,Rubber,,336.9992912743111
Dominican Republic,Rye and products,,0.0
Dominican Republic,Seed cotton,,0.0
Dominican Republic,Sesame seed,,317.8048131989879
Dominican Republic,Sesameseed Cake,,0.0
Dominican Republic,Sesameseed Oil,,0.0
Dominican Republic,Sheep,,
Dominican Republic,Silk,,1.9876073412357844
Dominican Republic,Sisal,,34.0
Dominican Republic,"Soft-Fibres, Other",,0.002777184777852347
Dominican Republic,Sorghum and products,,-1313881122.9895709
Dominican Republic,Soyabean Cake,,-363889399.28773016
Dominican Republic,Soyabean Oil,,-62211956.15744834
Dominican Republic,Soyabeans,,-3127598715.6896615
Dominican Republic,"Spices, Other",,4939.904736995091
Dominican Republic,Sugar (Raw Equivalent),,663581.5014273284
Dominican Republic,Sugar beet,,0.0
Dominican Republic,Sugar cane,,5317000.0
Dominican Republic,Sugar non-centrifugal,,0.0
Dominican Republic,Sunflower seed,,-5258512.545671435
Dominican Republic,Sunflowerseed Cake,,-856967.8927254674
Dominican Republic,Sunflowerseed Oil,,-847825.6364455112
Dominican Republic,Sweet potatoes,,57000.40915722428
Dominican Republic,"Sweeteners, Other",,239326.8382408378
Dominican Republic,Tea (including mate),,0.8845440563006377
Dominican Republic,Tobacco,,30746.343988373486
Dominican Republic,Tomatoes and products,,278414.4454277736
Dominican Republic,"Vegetables, Other",,1088192.555683713
Dominican Republic,Wheat and products,,243129.6781996145
Dominican Republic,Wine,,10320.6278144791
Dominican Republic,Wool (Clean Eq.),,
Dominican Republic,Yams,,32000.0
Ecuador,Abaca,,37208.0
Ecuador,"Alcohol, Non-Food",,102917.61862178924
Ecuador,Apples and products,,8772.003740064334
Ecuador,Asses,,
Ecuador,Bananas,,6023000.377548764
Ecuador,Barley and products,,25108.5656995753
Ecuador,Beans,,12490.547558626844
Ecuador,Beer,,147058.88346793337
Ecuador,"Beverages, Alcoholic",,26388.36322999638
Ecuador,"Beverages, Fermented",,11320.375148019883
Ecuador,Bovine Meat,,
Ecuador,Buffaloes,,
Ecuador,"Butter, Ghee",,
Ecuador,"Camelids, other",,0.0
Ecuador,Camels,,0.0
Ecuador,Cassava and products,,69503.88172372697
Ecuador,Cattle,,
Ecuador,"Cereals, Other",,8976.779962197706
Ecuador,"Citrus, Other",,19000.0
Ecuador,Cloves,,0.0
Ecuador,Cocoa Beans and products,,328000.0
Ecuador,Coconut Oil,,1000.7476886838218
Ecuador,Coconuts - Incl Copra,,14011.661784510898
Ecuador,Coffee and products,,5210.659113642768
Ecuador,Copra Cake,,620.4635669839695
Ecuador,Cotton lint,,8586.335064439896
Ecuador,Cottonseed,,1973.7286424634672
Ecuador,Cottonseed Cake,,1718.4075540269782
Ecuador,Cottonseed Oil,,263.4267742838756
Ecuador,Dates,,0.04636900181400872
Ecuador,Eggs,,
Ecuador,"Fats, Animals, Raw",,
Ecuador,"Fish, Seafood",,1119864.2273745332
Ecuador,Fodder crops,,1.0182028522729991
Ecuador,"Fruits, Other",,472164.9049719258
Ecuador,Goats,,
Ecuador,Grapefruit and products,,5000.000351798266
Ecuador,Grapes and products (excl wine),,11449.003468547731
Ecuador,Grazing,,70272963.0
Ecuador,Groundnut Cake,,-8.898548339148732
Ecuador,Groundnut Oil,,-24.907780261335727
Ecuador,Groundnuts,,7428.528399805409
Ecuador,"Hard Fibres, Other",,4450.0
Ecuador,Hides and skins,,
Ecuador,Honey,,1001.5139703012147
Ecuador,Hops,,0.0
Ecuador,Horses,,
Ecuador,Jute,,0.0
Ecuador,Jute-Like Fibres,,0.0
Ecuador,"Lemons, Limes and products",,33061.985538543755
Ecuador,Maize Germ Oil,,13.345508359332394
Ecuador,Maize and products,,1163561.888887576
Ecuador,"Meat, Other",,
Ecuador,Milk - Excluding Butter,,
Ecuador,Millet and products,,21.028547261268713
Ecuador,Mules,,
Ecuador,Mutton & Goat Meat,,
Ecuador,Nuts and products,,2869.856123033308
Ecuador,Oats,,-1121.2514702284943
Ecuador,"Offals, Edible",,
Ecuador,"Oil, palm fruit",,2446312.0
Ecuador,"Oilcrops Oil, Other",,19800.266837581145
Ecuador,"Oilcrops, Other",,4334.627899161249
Ecuador,"Oilseed Cakes, Other",,349.79036843551336
Ecuador,Olive Oil,,1841.5179716473872
Ecuador,Olives (including preserved),,960.76145876227
Ecuador,Onions,,96829.0
Ecuador,"Oranges, Mandarines",,190598.6364937396
Ecuador,Palm Oil,,392831.28770320973
Ecuador,Palm kernels,,80001.74453419358
Ecuador,Palmkernel Cake,,38421.29597168121
Ecuador,Palmkernel Oil,,28000.744047024204
Ecuador,Peas,,1005.2150546988403
Ecuador,Pepper,,4000.0
Ecuador,Pigmeat,,
Ecuador,Pigs,,
Ecuador,Pimento,,0.12553431706034293
Ecuador,Pineapples and products,,104000.0034782132
Ecuador,Plantains,,722000.0
Ecuador,Potatoes and products,,525203.9957100115
Ecuador,Poultry Birds,,
Ecuador,Poultry Meat,,
Ecuador,"Pulses, Other and products",,3954.425400872966
Ecuador,Rabbits and hares,,
Ecuador,Rape and Mustard Cake,,15559.5389648476
Ecuador,Rape and Mustard Oil,,7916.122604905291
Ecuador,Rape and Mustardseed,,-6047.468599558464
Ecuador,Rice and products,,395396.598884187
Ecuador,Ricebran Oil,,0.0
Ecuador,"Rodents, other",,0.0
Ecuador,"Roots, Other",,17014.771378856232
Ecuador,Rubber,,21979.375383466893
Ecuador,Rye and products,,496.31179828490406
Ecuador,Seed cotton,,3999.0
Ecuador,Sesame seed,,37.4532718702412
Ecuador,Sesameseed Cake,,0.0
Ecuador,Sesameseed Oil,,0.0
Ecuador,Sheep,,
Ecuador,Silk,,0.0
Ecuador,Sisal,,0.0
Ecuador,"Soft-Fibres, Other",,2.66683494143234
Ecuador,Sorghum and products,,-7310623126.136218
Ecuador,Soyabean Cake,,-335519246.2474774
Ecuador,Soyabean Oil,,-95633320.24196725
Ecuador,Soyabeans,,-964149365.1525273
Ecuador,"Spices, Other",,4013.8865691466394
Ecuador,Sugar (Raw Equivalent),,627670.542987109
Ecuador,Sugar beet,,4000.0
Ecuador,Sugar cane,,11016000.0
Ecuador,Sugar non-centrifugal,,0.0
Ecuador,Sunflower seed,,-23482860.738375477
Ecuador,Sunflowerseed Cake,,-4772946.288606009
Ecuador,Sunflowerseed Oil,,-5225948.053120715
Ecuador,Sweet potatoes,,6153.085419279723
Ecuador,"Sweeteners, Other",,301313.0581482853
Ecuador,Tea (including mate),,1002.1830624875165
Ecuador,Tobacco,,4787.816196838002
Ecuador,Tomatoes and products,,4353.27036615363
Ecuador,"Vegetables, Other",,499905.9832000796
Ecuador,Wheat and products,,471850.1916223906
Ecuador,Wine,,45491.955349776974
Ecuador,Wool (Clean Eq.),,
Ecuador,Yams,,0.0
Egypt,Abaca,,0.0
